match_id,competition,competition_code,utc_date,status,home_team,away_team,home_score,away_score
564672,Primera Division,PD,2026-09-13T12:00:00Z,2026-09-13 12:00:00Z,RC Celta de Vigo,Málaga CF,,
558605,Serie A,SA,2026-09-13T13:00:00Z,TIMED,US Lecce,AC Monza,,
559685,Ligue 1,FL1,2026-09-13T13:00:00Z,TIMED,Lille OSC,ES Troyes AC,,
560578,Premier League,PL,2026-09-13T13:00:00Z,TIMED,Coventry City FC,Brighton & Hove Albion FC,,
565799,Bundesliga,BL1,2026-09-13T13:30:00Z,TIMED,RB Leipzig,Hamburger SV,,
564675,Primera Division,PD,2026-09-13T14:15:00Z,2026-09-13 14:15:00Z,Levante UD,FC Barcelona,,
559686,Ligue 1,FL1,2026-09-13T15:15:00Z,TIMED,Le Mans FC,Racing Club de Lens,,
560580,Premier League,PL,2026-09-13T15:30:00Z,TIMED,Manchester United FC,Manchester City FC,,
565800,Bundesliga,BL1,2026-09-13T15:30:00Z,TIMED,SV 07 Elversberg,FC Bayern München,,
558599,Serie A,SA,2026-09-13T16:00:00Z,TIMED,SSC Napoli,Bologna FC 1909,,
564668,Primera Division,PD,2026-09-13T16:30:00Z,2026-09-13 16:30:00Z,Getafe CF,RC Deportivo La Coruña,,
559691,Ligue 1,FL1,2026-09-13T18:45:00Z,TIMED,Stade Brestois 29,Paris Saint-Germain FC,,
558608,Serie A,SA,2026-09-13T18:45:00Z,TIMED,US Sassuolo Calcio,Juventus FC,,
564674,Primera Division,PD,2026-09-13T19:00:00Z,2026-09-13 19:00:00Z,Real Sociedad de Fútbol,Club Atlético de Madrid,,
558602,Serie A,SA,2026-09-14T16:30:00Z,TIMED,Como 1907,Parma Calcio 1913,,
558603,Serie A,SA,2026-09-14T16:30:00Z,TIMED,Torino FC,AS Roma,,
558601,Serie A,SA,2026-09-14T18:45:00Z,TIMED,FC Internazionale Milano,Udinese Calcio,,
560579,Premier League,PL,2026-09-14T19:00:00Z,TIMED,Leeds United FC,Newcastle United FC,,
564671,Primera Division,PD,2026-09-14T19:00:00Z,2026-09-14 19:00:00Z,Villarreal CF,Real Betis Balompié,,
